date,pollution,dew,temp,press,wnd_dir,wnd_spd,humi
2010/5/21 15:00,86,8,28,1007,SE,17.88,28
2010/5/21 16:00,77,9,28,1006,SE,21.01,30
2010/5/21 17:00,82,8,28,1006,SE,22.8,28
2010/5/21 18:00,65,10,27,1006,SE,25.93,34
2010/5/21 19:00,93,10,25,1006,SE,27.72,38
2010/5/21 20:00,148,12,23,1006,SE,29.51,49
2010/5/21 21:00,197,12,21,1006,cv,0.89,56
2010/5/21 22:00,234,12,20,1007,cv,1.78,59
2010/5/21 23:00,229,12,18,1007,SE,0.89,67
2010/5/22 0:00,214,12,17,1007,NW,1.79,72
2010/5/22 1:00,229,12,16,1006,NE,0.89,77
2010/5/22 2:00,198,12,16,1006,NE,1.78,77
2010/5/22 3:00,163,11,16,1006,NW,1.79,72
2010/5/22 4:00,119,11,16,1006,NW,2.68,72
2010/5/22 5:00,124,11,15,1006,NW,3.57,76
2010/5/22 6:00,131,11,16,1007,NW,5.36,72
2010/5/22 7:00,157,12,19,1007,NW,8.49,63
2010/5/22 8:00,178,12,21,1007,cv,0.89,56
2010/5/22 9:00,187,13,24,1007,cv,1.78,50
2010/5/22 10:00,182,14,25,1007,cv,2.67,50
2010/5/22 11:00,174,14,26,1007,cv,4.46,47
2010/5/22 12:00,167,14,28,1006,SE,1.79,42
2010/5/22 13:00,128,10,29,1005,cv,3.13,30
2010/5/22 14:00,108,8,30,1005,SE,3.13,25
2010/5/22 15:00,121,10,30,1004,SE,6.26,28
2010/5/22 16:00,127,12,29,1004,SE,12.07,34
2010/5/22 17:00,118,13,28,1004,SE,16.09,39
2010/5/22 18:00,116,11,27,1004,SE,20.11,36
2010/5/22 19:00,115,9,26,1004,SE,24.13,34
2010/5/22 20:00,123,9,24,1005,SE,27.26,38
2010/5/22 21:00,106,11,22,1006,SE,29.05,49
2010/5/22 22:00,118,12,19,1006,cv,0.89,63
2010/5/22 23:00,149,12,19,1005,cv,1.78,63
2010/5/23 0:00,163,12,18,1005,cv,2.67,67
2010/5/23 1:00,155,12,17,1004,cv,3.56,72
2010/5/23 2:00,150,13,16,1004,SE,0.89,82
2010/5/23 3:00,155,13,18,1003,SE,2.68,72
2010/5/23 4:00,176,12,15,1003,NW,1.79,82
2010/5/23 5:00,165,11,15,1003,NW,3.58,76
2010/5/23 6:00,138,12,16,1003,cv,0.89,77
2010/5/23 7:00,139,13,19,1003,NW,3.13,68
2010/5/23 8:00,140,12,21,1003,NW,6.26,56
2010/5/23 9:00,139,11,24,1003,NW,8.05,43
2010/5/23 10:00,135,12,26,1002,NW,11.18,41
2010/5/23 11:00,115,11,28,1001,NW,12.97,34
2010/5/23 12:00,100,10,31,1000,cv,0.89,27
2010/5/23 13:00,104,8,32,999,cv,4.02,22
2010/5/23 14:00,70,4,34,998,NW,4.02,15
2010/5/23 15:00,63,4,35,997,SE,1.79,14
2010/5/23 16:00,53,2,34,996,cv,1.79,13
2010/5/23 17:00,79,2,35,995,SE,3.13,12
2010/5/23 18:00,72,5,32,996,SE,6.26,18
2010/5/23 19:00,165,13,27,997,SE,13.41,41
2010/5/23 20:00,149,13,24,998,SE,16.54,50
2010/5/23 21:00,139,12,22,1000,SE,20.56,53
2010/5/23 22:00,93,11,21,1000,SE,24.58,52
2010/5/23 23:00,100,11,20,1000,SE,27.71,56
2010/5/24 0:00,78,11,19,1000,cv,0.89,59
2010/5/24 1:00,78,11,17,1000,cv,1.78,67
2010/5/24 2:00,73,12,17,999,SE,0.89,72
2010/5/24 3:00,85,11,16,1000,NE,1.79,72
2010/5/24 4:00,98,11,16,1000,cv,0.89,72
2010/5/24 5:00,47,10,16,1000,NW,1.79,67
2010/5/24 6:00,45,8,20,1001,NE,4.02,45
2010/5/24 7:00,40,8,23,1003,NW,1.79,38
2010/5/24 8:00,35,6,24,1004,NW,9.84,31
2010/5/24 9:00,30,7,26,1004,NW,17.89,29
2010/5/24 10:00,31,7,28,1004,NW,25.04,26
2010/5/24 11:00,24,7,26,1005,NW,30.85,29
2010/5/24 12:00,42,7,26,1005,NW,38.9,29
2010/5/24 13:00,28,7,29,1005,NW,46.05,24
2010/5/24 14:00,23,7,29,1004,NW,51.86,24
2010/5/24 15:00,28,6,29,1004,NW,56.78,23
2010/5/24 16:00,26,7,30,1003,NW,60.8,23
2010/5/24 17:00,23,7,29,1003,NW,64.82,24
2010/5/24 18:00,30,6,29,1004,NW,69.74,23
2010/5/24 19:00,44,7,26,1004,NW,72.87,29
2010/5/24 20:00,45,6,24,1005,NE,1.79,31
2010/5/24 21:00,28,3,23,1006,NW,4.02,26
2010/5/24 22:00,18,3,20,1007,NW,7.15,32
2010/5/24 23:00,20,1,20,1007,NW,10.28,28
2010/5/25 0:00,24,0,20,1008,cv,0.89,26
2010/5/25 1:00,18,-2,22,1009,NW,4.92,19
2010/5/25 2:00,28,0,17,1009,NW,8.05,31
2010/5/25 3:00,16,1,17,1010,NW,9.84,33
2010/5/25 4:00,14,1,17,1010,NW,13.86,33
2010/5/25 5:00,14,2,18,1011,NW,15.65,34
2010/5/25 6:00,24,2,19,1012,NW,19.67,32
2010/5/25 7:00,29,4,21,1013,NE,3.13,32
2010/5/25 8:00,45,4,23,1013,NW,4.02,28
2010/5/25 9:00,33,4,24,1013,NW,8.94,27
2010/5/25 10:00,46,6,26,1013,NW,12.07,27
2010/5/25 11:00,39,5,27,1012,NW,16.99,24
2010/5/25 12:00,28,6,29,1012,cv,3.13,23
2010/5/25 13:00,55,6,30,1011,NW,3.13,22
2010/5/25 14:00,45,5,30,1010,NW,7.15,20
2010/5/25 15:00,27,4,31,1009,cv,1.79,18
2010/5/25 16:00,48,4,31,1009,SE,1.79,18
2010/5/25 17:00,57,5,31,1008,SE,3.58,19
2010/5/25 18:00,33,5,30,1008,SE,5.37,20
2010/5/25 19:00,43,5,27,1009,SE,7.16,24
2010/5/25 20:00,35,7,28,1009,SE,11.18,26
2010/5/25 21:00,37,7,27,1010,SE,15.2,28
2010/5/25 22:00,39,7,26,1010,SE,18.33,29
2010/5/25 23:00,47,7,26,1011,NW,1.79,29
2010/5/26 0:00,105,10,20,1011,SE,1.79,52
2010/5/26 1:00,104,9,21,1011,cv,0.89,46
2010/5/26 2:00,139,11,20,1011,cv,1.78,56
2010/5/26 3:00,92,10,21,1011,NW,0.89,49
2010/5/26 4:00,86,10,20,1012,NW,2.68,52
2010/5/26 5:00,81,13,19,1012,NE,1.79,68
2010/5/26 6:00,65,13,20,1012,NW,1.79,64
2010/5/26 7:00,131,12,23,1013,cv,0.89,49
2010/5/26 8:00,137,12,24,1014,cv,1.78,46
2010/5/26 9:00,118,12,27,1014,SE,4.92,39
2010/5/26 10:00,115,11,27,1014,SE,10.73,36
2010/5/26 11:00,80,11,29,1014,SE,16.54,32
2010/5/26 12:00,79,11,30,1014,SE,21.46,30
2010/5/26 13:00,62,11,30,1013,SE,25.48,30
2010/5/26 14:00,58,11,30,1013,SE,30.4,30
2010/5/26 15:00,63,10,30,1012,SE,35.32,28
2010/5/26 16:00,72,10,29,1012,SE,40.24,30
2010/5/26 17:00,59,9,29,1012,SE,45.16,28
2010/5/26 18:00,48,10,28,1012,SE,49.18,32
2010/5/26 19:00,40,11,27,1013,SE,52.31,36
2010/5/26 20:00,48,10,26,1013,SE,57.23,36
2010/5/26 21:00,59,12,26,1015,SE,61.25,41
2010/5/26 22:00,78,12,24,1015,SE,64.38,46
2010/5/26 23:00,90,13,24,1015,NW,1.79,50
2010/5/27 0:00,91,14,22,1015,cv,0.89,60
2010/5/27 1:00,98,11,23,1015,SE,3.13,46
2010/5/27 2:00,92,11,22,1015,SE,4.92,49
2010/5/27 3:00,81,13,21,1015,NE,0.89,60
2010/5/27 4:00,74,13,21,1015,cv,0.89,60
2010/5/27 5:00,80,12,21,1015,SE,1.79,56
2010/5/27 6:00,67,13,21,1015,cv,0.89,60
2010/5/27 7:00,108,14,22,1015,NW,1.79,60
2010/5/27 8:00,92,15,21,1015,NW,3.58,68
2010/5/27 9:00,71,15,22,1015,NW,6.71,64
2010/5/27 10:00,92,15,23,1015,NW,9.84,60
2010/5/27 11:00,84,14,23,1015,cv,0.89,56
2010/5/27 12:00,85,15,23,1015,cv,1.78,60
2010/5/27 13:00,83,15,23,1015,cv,2.67,60
2010/5/27 14:00,96,16,22,1015,NW,1.79,68
2010/5/27 15:00,70,15,21,1015,NW,4.92,68
2010/5/27 16:00,72,16,20,1015,NW,8.05,77
2010/5/27 17:00,85,16,20,1015,NW,11.18,77
2010/5/27 18:00,0,16,19,1015,NW,14.31,82
2010/5/27 19:00,0,16,18,1015,NE,1.79,88
2010/5/27 20:00,0,16,18,1015,NE,2.68,88
2010/5/27 21:00,0,16,18,1015,NW,1.79,88
2010/5/27 22:00,0,16,18,1015,cv,0.89,88
2010/5/27 23:00,90,16,18,1014,cv,1.78,88
2010/5/28 0:00,89,16,17,1014,NE,0.89,93
2010/5/28 1:00,100,15,17,1013,NW,0.89,88
2010/5/28 2:00,86,16,17,1013,cv,0.89,93
2010/5/28 3:00,83,16,17,1013,SE,3.13,93
2010/5/28 4:00,94,15,17,1012,NE,1.79,88
2010/5/28 5:00,111,16,17,1011,NW,1.79,93
2010/5/28 6:00,133,16,17,1011,cv,0.89,93
2010/5/28 7:00,127,16,17,1011,SE,3.13,93
2010/5/28 8:00,152,16,17,1011,SE,6.26,93
2010/5/28 9:00,157,16,18,1010,SE,8.05,88
2010/5/28 10:00,142,17,19,1010,SE,11.18,88
2010/5/28 11:00,127,17,20,1009,SE,15.2,82
2010/5/28 12:00,132,16,21,1009,NW,1.79,73
2010/5/28 13:00,117,16,24,1008,SE,3.13,60
2010/5/28 14:00,111,15,24,1008,cv,1.79,57
2010/5/28 15:00,108,15,23,1007,NW,4.02,60
2010/5/28 16:00,107,17,23,1007,cv,1.79,68
2010/5/28 17:00,142,18,21,1007,NE,4.02,82
2010/5/28 18:00,180,18,20,1008,NE,7.15,88
2010/5/28 19:00,206,17,20,1007,SE,3.13,82
2010/5/28 20:00,193,16,19,1008,cv,0.89,82
2010/5/28 21:00,186,16,18,1008,SE,1.79,88
2010/5/28 22:00,168,16,18,1009,SE,4.92,88
2010/5/28 23:00,175,16,18,1009,SE,8.05,88
2010/5/29 0:00,181,16,17,1008,NE,1.79,93
2010/5/29 1:00,174,16,17,1008,cv,0.89,93
2010/5/29 2:00,205,16,17,1008,cv,1.78,93
2010/5/29 3:00,219,16,17,1007,SE,0.89,93
2010/5/29 4:00,214,15,16,1007,SE,4.02,93
2010/5/29 5:00,230,15,16,1007,cv,0.89,93
2010/5/29 6:00,242,15,17,1007,cv,1.78,88
2010/5/29 7:00,251,16,17,1007,cv,2.67,93
2010/5/29 8:00,234,17,19,1007,cv,3.56,88
2010/5/29 9:00,187,17,21,1007,NE,1.79,77
2010/5/29 10:00,220,17,23,1006,cv,0.89,68
2010/5/29 11:00,92,17,25,1006,cv,1.78,61
2010/5/29 12:00,28,16,28,1005,cv,2.67,48
2010/5/29 13:00,65,8,31,1003,NW,4.92,23
2010/5/29 14:00,16,5,31,1003,NW,12.07,19
2010/5/29 15:00,19,7,30,1002,NW,17.88,23
2010/5/29 16:00,20,8,31,1002,NW,22.8,23
2010/5/29 17:00,17,6,31,1002,NW,26.82,20
2010/5/29 18:00,22,7,30,1001,NW,29.95,23
2010/5/29 19:00,34,11,26,1002,SE,0.89,39
2010/5/29 20:00,214,13,23,1002,cv,0.89,53
2010/5/29 21:00,314,15,21,1003,cv,1.78,68
2010/5/29 22:00,71,15,20,1003,NE,1.79,72
2010/5/29 23:00,33,9,23,1004,NE,6.71,40
2010/5/30 0:00,26,11,20,1004,NW,4.02,56
2010/5/30 1:00,30,11,19,1004,NW,8.04,59
2010/5/30 2:00,33,10,20,1004,NW,11.17,52
2010/5/30 3:00,22,8,23,1004,NW,16.98,38
2010/5/30 4:00,17,8,23,1004,NW,24.13,38
2010/5/30 5:00,25,8,21,1005,NW,29.05,43
2010/5/30 6:00,29,11,21,1005,NE,3.13,52
2010/5/30 7:00,18,11,23,1006,NW,3.13,46
2010/5/30 8:00,19,11,24,1007,NW,8.05,43
2010/5/30 9:00,23,10,25,1007,NW,12.07,38
2010/5/30 10:00,54,10,27,1007,NW,16.99,34
2010/5/30 11:00,41,10,26,1007,NW,21.01,36
2010/5/30 12:00,26,10,28,1007,NE,4.02,32
2010/5/30 13:00,18,9,28,1007,NW,3.13,30
2010/5/30 14:00,37,9,28,1007,NW,6.26,39
2010/5/30 15:00,39,12,22,1007,NE,5.81,53
2010/5/30 16:00,29,13,23,1008,NE,9.83,53
2010/5/30 17:00,59,11,24,1008,NE,12.96,43
2010/5/30 18:00,97,11,25,1009,NW,4.02,41
2010/5/30 19:00,30,13,23,1009,NW,5.81,53
2010/5/30 20:00,65,15,21,1010,NW,7.6,68
2010/5/30 21:00,83,15,22,1011,cv,0.89,64
2010/5/30 22:00,94,15,21,1012,SE,3.13,68
2010/5/30 23:00,77,15,20,1013,SE,7.15,72
2010/5/31 0:00,69,15,18,1013,SE,8.94,82
2010/5/31 1:00,59,15,18,1014,SE,10.73,77
2010/5/31 2:00,75,14,18,1014,SE,12.52,77
2010/5/31 3:00,88,14,18,1014,SE,14.31,77
2010/5/31 4:00,91,14,18,1014,SE,16.1,77
2010/5/31 5:00,98,14,17,1015,SE,17.89,82
2010/5/31 6:00,118,14,18,1015,cv,0.89,77
2010/5/31 7:00,105,15,20,1016,NE,1.79,72
2010/5/31 8:00,103,15,20,1016,NE,2.68,72
2010/5/31 9:00,77,15,22,1016,NW,1.79,64
2010/5/31 10:00,76,15,23,1016,cv,1.79,60
2010/5/31 11:00,85,13,24,1016,NE,1.79,50
2010/5/31 12:00,69,11,26,1015,cv,3.13,39
2010/5/31 13:00,50,9,27,1014,cv,4.92,32
2010/5/31 14:00,39,10,28,1014,cv,8.05,32
2010/5/31 15:00,45,10,27,1013,cv,8.94,34
2010/5/31 16:00,99,11,26,1013,SE,3.13,39
2010/5/31 17:00,92,12,25,1013,SE,7.15,44
2010/5/31 18:00,79,12,25,1013,SE,11.17,44
2010/5/31 19:00,61,12,24,1014,SE,15.19,46
2010/5/31 20:00,60,14,22,1015,cv,0.89,60
2010/5/31 21:00,132,16,21,1016,SE,4.92,73
2010/5/31 22:00,179,15,20,1016,SE,9.84,72
2010/5/31 23:00,189,14,19,1017,SE,12.97,72
2010/6/1 0:00,177,14,18,1017,SE,16.1,77
2010/6/1 1:00,112,13,17,1017,cv,0.89,77
2010/6/1 2:00,94,13,17,1017,SE,1.79,77
2010/6/1 3:00,87,14,17,1017,SE,3.58,82
2010/6/1 4:00,92,14,17,1017,SE,4.47,82
2010/6/1 5:00,86,14,17,1017,SE,6.26,82
2010/6/1 6:00,87,14,17,1017,cv,0.89,82
2010/6/1 7:00,98,13,18,1017,cv,1.78,72
2010/6/1 8:00,87,14,19,1017,cv,2.67,72
2010/6/1 9:00,106,14,21,1017,cv,3.56,64
2010/6/1 10:00,107,14,21,1017,cv,4.45,64
2010/6/1 11:00,110,14,23,1016,SE,1.79,56
2010/6/1 12:00,120,14,23,1016,SE,4.92,56
2010/6/1 13:00,103,14,25,1015,SE,8.05,50
2010/6/1 14:00,98,14,25,1014,SE,9.84,50
2010/6/1 15:00,0,14,25,1013,cv,3.13,50
2010/6/1 16:00,178,15,25,1013,SE,3.13,53
2010/6/1 17:00,80,15,25,1012,SE,7.15,53
2010/6/1 18:00,100,14,24,1012,SE,10.28,53
2010/6/1 19:00,115,15,24,1014,NE,4.02,57
2010/6/1 20:00,92,16,22,1012,SE,7.15,68
2010/6/1 21:00,0,17,20,1013,SE,8.94,82
2010/6/1 22:00,0,16,21,1014,cv,0.89,73
2010/6/1 23:00,0,17,20,1014,cv,1.78,82
2010/6/2 0:00,0,16,20,1014,SE,1.79,77
2010/6/2 1:00,0,14,18,1014,SE,4.92,77
2010/6/2 2:00,0,15,17,1014,NE,1.79,88
2010/6/2 3:00,0,15,17,1014,cv,0.89,88
2010/6/2 4:00,0,15,17,1015,cv,1.78,88
2010/6/2 5:00,0,15,17,1015,SE,0.89,88
2010/6/2 6:00,0,16,17,1016,NE,0.89,93
2010/6/2 7:00,0,15,18,1016,cv,0.89,82
2010/6/2 8:00,0,15,18,1017,SE,3.13,82
2010/6/2 9:00,0,15,18,1017,SE,4.92,82
2010/6/2 10:00,0,15,20,1017,SE,6.71,72
2010/6/2 11:00,0,15,20,1017,SE,8.5,72
2010/6/2 12:00,0,15,22,1017,cv,0.89,64
2010/6/2 13:00,0,15,24,1017,SE,1.79,57
2010/6/2 14:00,0,15,23,1016,NW,3.13,60
2010/6/2 15:00,0,14,24,1016,cv,1.79,53
2010/6/2 16:00,74,14,24,1016,SE,3.13,53
2010/6/2 17:00,97,14,24,1016,SE,6.26,53
2010/6/2 18:00,119,13,24,1016,SE,8.05,50
2010/6/2 19:00,128,13,23,1016,SE,9.84,53
2010/6/2 20:00,129,15,21,1016,cv,0.89,68
2010/6/2 21:00,141,15,19,1017,cv,1.78,77
2010/6/2 22:00,159,15,19,1017,cv,2.67,77
2010/6/2 23:00,190,15,20,1018,SE,1.79,72
2010/6/3 0:00,154,15,17,1018,SE,3.58,88
2010/6/3 1:00,156,15,17,1018,SE,4.47,88
2010/6/3 2:00,134,15,17,1018,SE,5.36,88
2010/6/3 3:00,133,14,17,1018,SE,6.25,82
2010/6/3 4:00,94,13,16,1018,SE,8.04,82
2010/6/3 5:00,109,13,16,1018,SE,8.93,82
2010/6/3 6:00,140,14,15,1019,NE,0.89,93
2010/6/3 7:00,152,14,19,1019,cv,0.89,72
2010/6/3 8:00,127,15,20,1019,cv,1.78,72
2010/6/3 9:00,114,13,22,1019,cv,2.67,56
2010/6/3 10:00,121,12,23,1019,cv,3.56,49
2010/6/3 11:00,122,13,24,1018,cv,4.45,50
2010/6/3 12:00,113,14,26,1018,cv,5.34,47
2010/6/3 13:00,104,12,27,1017,SE,1.79,39
2010/6/3 14:00,108,13,27,1017,cv,1.79,41
2010/6/3 15:00,101,13,28,1016,SE,3.13,39
2010/6/3 16:00,92,12,27,1016,SE,6.26,39
2010/6/3 17:00,82,13,27,1015,SE,9.39,41
2010/6/3 18:00,83,11,26,1015,SE,13.41,39
2010/6/3 19:00,85,10,25,1015,SE,16.54,38
2010/6/3 20:00,90,12,23,1016,SE,19.67,49
2010/6/3 21:00,81,12,22,1016,SE,21.46,53
2010/6/3 22:00,86,12,21,1017,SE,23.25,56
2010/6/3 23:00,79,13,20,1017,SE,24.14,64
2010/6/4 0:00,71,14,19,1017,SE,25.93,72
2010/6/4 1:00,64,14,18,1017,SE,27.72,77
2010/6/4 2:00,63,14,17,1016,SE,28.61,82
2010/6/4 3:00,76,13,17,1017,SE,30.4,77
2010/6/4 4:00,89,13,16,1017,cv,0.89,82
2010/6/4 5:00,101,12,15,1017,SE,0.89,82
2010/6/4 6:00,95,13,16,1017,cv,0.89,82
2010/6/4 7:00,82,14,18,1017,cv,1.78,77
2010/6/4 8:00,85,13,21,1018,cv,2.67,60
2010/6/4 9:00,79,13,23,1017,cv,3.56,53
2010/6/4 10:00,76,13,24,1017,cv,4.45,50
2010/6/4 11:00,0,13,26,1017,cv,5.34,44
2010/6/4 12:00,0,11,26,1016,cv,7.13,39
2010/6/4 13:00,0,11,29,1014,SE,3.13,32
2010/6/4 14:00,0,10,29,1014,cv,1.79,30
2010/6/4 15:00,0,10,29,1013,SE,3.13,30
2010/6/4 16:00,0,9,29,1013,SE,8.05,28
2010/6/4 17:00,0,8,28,1013,SE,12.07,28
2010/6/4 18:00,0,8,27,1013,SE,16.09,30
2010/6/4 19:00,0,11,26,1013,SE,20.11,39
2010/6/4 20:00,0,11,25,1013,SE,24.13,41
2010/6/4 21:00,0,11,24,1013,SE,28.15,43
2010/6/4 22:00,0,13,21,1014,SE,31.28,60
2010/6/4 23:00,0,12,21,1014,SE,34.41,56
2010/6/5 0:00,0,12,20,1014,SE,36.2,59
2010/6/5 1:00,0,12,19,1014,SE,37.09,63
2010/6/5 2:00,0,11,18,1014,cv,0.89,63
2010/6/5 3:00,0,11,17,1013,cv,1.78,67
2010/6/5 4:00,0,12,17,1014,SE,1.79,72
2010/6/5 5:00,0,12,16,1014,SE,4.92,77
2010/6/5 6:00,0,14,18,1014,SE,8.05,77
2010/6/5 7:00,0,15,19,1014,SE,11.18,77
2010/6/5 8:00,0,15,21,1014,cv,0.89,68
2010/6/5 9:00,0,15,23,1014,cv,1.78,60
2010/6/5 10:00,0,14,24,1014,cv,2.67,53
2010/6/5 11:00,0,14,27,1013,SE,1.79,44
2010/6/5 12:00,0,13,28,1013,cv,1.79,39
2010/6/5 13:00,0,11,30,1011,SE,4.02,30
2010/6/5 14:00,0,11,30,1011,cv,4.02,30
2010/6/5 15:00,0,12,31,1010,SE,4.02,31
2010/6/5 16:00,0,12,30,1009,SE,8.04,33
2010/6/5 17:00,0,12,29,1009,SE,12.06,34
2010/6/5 18:00,0,11,29,1009,SE,16.98,32
2010/6/5 19:00,0,9,28,1009,SE,21,30
2010/6/5 20:00,0,11,26,1010,SE,22.79,39
2010/6/5 21:00,0,13,24,1010,SE,25.92,50
2010/6/5 22:00,0,12,23,1011,SE,29.05,49
2010/6/5 23:00,0,12,22,1011,SE,32.18,53
2010/6/6 0:00,0,12,21,1011,SE,33.97,56
2010/6/6 1:00,0,12,21,1011,SE,34.86,56
2010/6/6 2:00,0,11,20,1011,cv,0.89,56
2010/6/6 3:00,0,11,19,1011,cv,1.78,59
2010/6/6 4:00,0,12,17,1012,NE,0.89,72
2010/6/6 5:00,0,12,17,1012,SE,0.89,72
2010/6/6 6:00,0,13,18,1012,cv,0.89,72
2010/6/6 7:00,0,14,22,1013,SE,1.79,60
2010/6/6 8:00,0,14,22,1013,SE,3.58,60
2010/6/6 9:00,0,14,24,1013,SE,5.37,53
2010/6/6 10:00,0,15,26,1013,SE,7.16,50
2010/6/6 11:00,0,15,28,1013,cv,1.79,45
2010/6/6 12:00,0,15,29,1012,SE,3.13,42
2010/6/6 13:00,0,10,31,1011,SE,8.05,27
2010/6/6 14:00,0,10,32,1010,SE,12.07,25
2010/6/6 15:00,0,11,31,1010,SE,17.88,29
2010/6/6 16:00,0,12,31,1009,SE,21.9,31
2010/6/6 17:00,0,12,30,1009,SE,25.92,33
2010/6/6 18:00,0,11,30,1009,SE,29.94,30
2010/6/6 19:00,0,11,28,1009,SE,33.96,34
2010/6/6 20:00,0,13,26,1010,SE,35.75,44
2010/6/6 21:00,0,14,25,1011,SE,36.64,50
2010/6/6 22:00,0,14,24,1011,SE,38.43,53
2010/6/6 23:00,0,15,24,1011,SE,41.56,57
2010/6/7 0:00,0,16,23,1012,SE,43.35,64
2010/6/7 1:00,0,17,22,1012,SE,46.48,73
2010/6/7 2:00,0,17,21,1012,SE,48.27,77
2010/6/7 3:00,0,16,20,1012,cv,0.89,77
2010/6/7 4:00,0,16,20,1012,cv,1.78,77
2010/6/7 5:00,0,16,20,1013,SE,1.79,77
2010/6/7 6:00,0,17,21,1013,SE,4.92,77
2010/6/7 7:00,0,17,22,1014,SE,6.71,73
2010/6/7 8:00,0,18,23,1014,SE,8.5,73
2010/6/7 9:00,0,18,25,1014,SE,10.29,65
2010/6/7 10:00,0,17,26,1014,cv,1.79,57
2010/6/7 11:00,151,17,28,1014,cv,4.92,51
2010/6/7 12:00,129,17,29,1013,SE,3.13,48
2010/6/7 13:00,107,13,31,1012,SE,8.05,33
2010/6/7 14:00,112,12,30,1012,SE,13.86,33
2010/6/7 15:00,109,11,31,1012,SE,19.67,29
2010/6/7 16:00,113,11,31,1011,SE,24.59,29
2010/6/7 17:00,108,13,31,1011,SE,29.51,33
2010/6/7 18:00,172,16,28,1011,SE,33.53,48
2010/6/7 19:00,157,15,27,1011,SE,37.55,47
2010/6/7 20:00,142,14,26,1012,SE,41.57,47
2010/6/7 21:00,148,14,25,1013,SE,44.7,50
2010/6/7 22:00,131,14,24,1013,SE,47.83,53
2010/6/7 23:00,128,13,24,1014,SE,50.96,50
2010/6/8 0:00,148,14,23,1014,SE,54.09,56
2010/6/8 1:00,176,14,22,1014,SE,57.22,60
2010/6/8 2:00,191,14,22,1014,cv,0.89,60
2010/6/8 3:00,0,14,20,1014,NE,0.89,68
2010/6/8 4:00,0,14,20,1014,cv,0.89,68
2010/6/8 5:00,0,14,20,1014,cv,1.78,68
2010/6/8 6:00,0,15,19,1015,cv,2.23,77
2010/6/8 7:00,0,13,22,1015,SE,1.79,56
2010/6/8 8:00,0,14,24,1015,SE,3.58,53
2010/6/8 9:00,0,14,25,1015,SE,5.37,50
2010/6/8 10:00,0,14,27,1015,SE,7.16,44
2010/6/8 11:00,0,15,28,1015,cv,0.89,45
2010/6/8 12:00,0,14,30,1014,cv,2.68,37
2010/6/8 13:00,0,11,31,1013,SE,1.79,29
2010/6/8 14:00,0,11,32,1013,SE,4.92,27
2010/6/8 15:00,0,11,33,1013,SE,8.05,26
2010/6/8 16:00,0,11,30,1012,SE,11.18,30
2010/6/8 17:00,0,10,30,1012,SE,14.31,28
2010/6/8 18:00,0,11,29,1012,SE,17.44,32
2010/6/8 19:00,0,12,29,1012,SE,19.23,34
2010/6/8 20:00,0,10,27,1013,SE,22.36,34
2010/6/8 21:00,0,11,26,1014,SE,25.49,39
2010/6/8 22:00,0,12,25,1014,SE,27.28,44
2010/6/8 23:00,0,12,24,1014,SE,30.41,46
2010/6/9 0:00,0,12,23,1014,SE,32.2,49
2010/6/9 1:00,0,12,22,1014,NE,0.89,53
2010/6/9 2:00,0,13,21,1014,SE,0.89,60
2010/6/9 3:00,0,13,20,1014,SE,1.78,64
2010/6/9 4:00,0,14,21,1014,SE,2.67,64
2010/6/9 5:00,0,13,20,1014,cv,0.89,64
2010/6/9 6:00,0,14,20,1015,NE,0.89,68
2010/6/9 7:00,0,14,23,1015,NW,1.79,56
2010/6/9 8:00,0,13,24,1015,NW,3.58,50
2010/6/9 9:00,0,12,26,1015,NE,1.79,41
2010/6/9 10:00,0,11,28,1015,cv,1.79,34
2010/6/9 11:00,0,11,28,1015,cv,3.58,34
2010/6/9 12:00,0,11,29,1015,cv,5.37,32
2010/6/9 13:00,0,11,30,1013,SE,1.79,30
2010/6/9 14:00,0,10,30,1013,cv,3.13,28
2010/6/9 15:00,0,11,31,1013,cv,4.02,29
2010/6/9 16:00,70,10,32,1012,SE,3.13,25
2010/6/9 17:00,60,11,30,1012,SE,7.15,30
2010/6/9 18:00,41,13,29,1012,SE,11.17,37
2010/6/9 19:00,40,13,28,1013,SE,15.19,39
2010/6/9 20:00,32,12,26,1013,SE,19.21,41
2010/6/9 21:00,51,11,25,1014,SE,22.34,41
2010/6/9 22:00,42,12,24,1014,SE,24.13,46
2010/6/9 23:00,42,13,22,1014,cv,0.89,56
2010/6/10 0:00,38,12,23,1014,SE,1.79,49
2010/6/10 1:00,43,12,22,1013,SE,2.68,53
2010/6/10 2:00,63,12,21,1013,SE,4.47,56
2010/6/10 3:00,63,13,21,1013,SE,5.36,60
2010/6/10 4:00,62,13,22,1013,cv,0.89,56
2010/6/10 5:00,60,16,21,1014,NW,3.13,73
2010/6/10 6:00,46,16,20,1015,NW,4.92,77
2010/6/10 7:00,41,16,20,1015,NW,8.05,77
2010/6/10 8:00,42,16,19,1015,NW,12.07,82
2010/6/10 9:00,39,16,20,1015,NW,15.2,77
2010/6/10 10:00,36,16,20,1014,NW,20.12,77
2010/6/10 11:00,34,15,21,1014,NW,24.14,68
2010/6/10 12:00,47,16,21,1014,NW,25.93,73
2010/6/10 13:00,36,15,22,1013,NW,29.06,64
2010/6/10 14:00,40,15,22,1013,NE,3.13,64
2010/6/10 15:00,35,14,23,1012,SE,3.13,56
2010/6/10 16:00,38,14,24,1012,SE,6.26,53
